words@uad1986m		313.927	314.274	дама
words@uad1986m		314.274	314.621	это
words@uad1986m		314.621	314.968	которая
words@uad1986m		314.968	315.315	играла
words@uad1986m		315.315	315.662	в
words@uad1986m		315.662	316.009	Три
words@uad1986m		316.009	316.356	Билборда
words@uad1986m		316.356	316.71	Эббинга
words@uad1986m		317.095	317.251	А
words@uad1986m		317.251	317.407	где
words@uad1986m		317.407	317.563	она
words@uad1986m		317.563	317.719	играла
words@uad1986m		317.719	317.875	до
words@uad1986m		317.875	318.035	этого
words@uad1986m		323.005	323.475	Аа
words@uad1986m		338.97	339.232	Таак
words@uad1986m		339.232	339.494	а
words@uad1986m		339.494	339.756	Мерил
words@uad1986m		339.756	340.02	Стрип
text@iag1988f		12.205	17.095	Да я понимаю но / знаешь даже больше не конкурсы сколько награды *смеется*
text@iag1988f		17.94	22.83	У меня был опыт когда / был Кинотавра это вот во время Аритмии
text@iag1988f		22.885	36.405	Я вообще / я тебе говорила о том что я не люблю конкурсы / в плане вообще как / виды такого состязания среди творческих людей потому что я считаю что как бы ну невозможно реально выбрать лучшего то есть 
text@iag1988f		37.795	46.62	Ну как бы да ну то есть типо этот такой снял фильм этот такой и как можно сказать что типо чей фильм лучше то есть это все дело абсолютно вкуса
text@iag1988f		47.105	68.935	И я понимаю чтоо / в моей жизни произошел какой-то вообще самый волшебный момент что я увидела фильм / на фестивале я почувствовала какой-то ну нереальный восторг оттого что все в моей жизни вот реально все как будто бы сложилось и дальше типо у меня что-то может получиться может не получиться но типо / одна вот картина у меня уже есть вот все как бы
text@iag1988f		69.815	71.055	Да потому что это прям кино
text@iag1988f		71.965	73.155	#смеется#
text@iag1988f		73.34	79.73	И я с этим настроением в принципе и шла вот когда на церемонию вручения то есть я такая иду типо *нрзб*
text@iag1988f		79.86	90.93	Вообще типо думаю расслаблюсь потому что у меня все случилось мне ничего не надо мне не нужны никакие награды / я / у меня все хорошо / никто чтобы мне не говорил что я типо самая классная и прекрасная
text@iag1988f		91.435	99.355	И вот вот этот момент когда знаешь все нарядные / и ты сидишь и действительно и тебе как бы вот вот реально вот вроде бы по барабану все
text@iag1988f		100.865	117.155	И в тот момент когда / появляется человек с конвертом / и начинает его вскрывать ты чувствуешь вдруг в тебе начинает вот подходить что-то // э непонятное и ты так типо / и я понимаю что я так тихо тихо тихо я уже знаешь типо жду жду жду
text@iag1988f		118.335	122.575	И так тихо тихо тихо тихо и когда / а говорят не твою фамилию
text@iag1988f		123.115	153.555	То есть я понимаю что в этот момент я начинаю держать лицо что я начинаю держать мину то есть я прям начинаю улыбаться / радоваться за другую актрису а при этом у меня внутри абсолютное расстройство / тотальное расстройство то есть / минут пять назад // мне это было не нужно как бы то есть у меня типо все классно // прошло пять минут / конверт открывается называют  не твою фамилию / и я уже расстроена / и я уже / иду значит в гостиницу такая типо
text@iag1988f		154.295	173.265	Мне кто-то знаешь там вот это вот по плечу типо / Ир / вот / #нрзб# / ну как бы / ну вообще это / ну // и вообще вообще забудь про эти все награды / кому они нужны / ты классная актриса / и ты так / типо / хехе спасибо / да ребят ну конечно ну // ну бред бред / и ты идешь в гостиницу и начинаешь рыдать
text@iag1988f		174.985	182.07	Начинаешь рыдать как ребенок / потому что тебе не дали эту / эту заветную игрушку / эту куклу которую знаешь типо
text@iag1988f		182.57	184.96	А знаешь еще какое чувство тоже рождается
text@iag1988f		185.095	198.0	что типо / все больше никогда не будет / никогда никогда / мало того что / мне так фортануло что знаешь типо я снялась / в фильме так / теперь / ну / чтобы такое еще со мной произошло и меня там ну
text@iag1988f		198.995	212.625	не знаю там выделили или там я поехала на такой же кинофестиваль и меня отметили вот ощущение что типо больше никогда / что это последний был раз в твоей жизни и он не случился / то есть Золушка не превратилась в Золушку
text@iag1988f		213.745	216.125	я рыдала я рыдала но потом я ржала
text@iag1988f		216.595	229.04	потом я ржала и я не могу сказать что мне было стыдно но я потом ржала потому что / я прям увидела этого ребенка / и я такая думаю вот это //  вот это прикол / вот это прикол то есть насколько
text@iag1988f		229.885	231.225	все же внутри
text@iag1988f		231.995	256.02	насколько мы дети насколько мы // зависимы от // от поощрения от похвалы / особенно / с точки зрения именно / коллег и индустрии потому что одно дело когда тебя хвалят / зрители / или / родители / и ты как бы да / да / да но там / есть какая-то знаешь своя ну типо когорта / вот среди своих
text@iag1988f		276.145	276.755	Да
text@iag1988f		279.44	286.32	у меня вообще есть / две актрисы / которые для меня // ну можно так сказать путеводные / звезды
text@iag1988f		286.66	297.8	вот ээ / те актрисы на которых я смотрю ии / внутренне всегда / ээ / мне хочется на них равняться // этоо / Мерил Стрип // и Фрэнсис Макдорманд
text@iag1988f		298.32	313.41	то есть это / ээ / две абсолютно / живые / самобытные / талантливейшие актрисы вот / глядя на игру которых вот у меня прям порой / я такая типо // ну как бы // это невозможно повторить
text@iag1988f		315.71	317.0	да да д а да
text@iag1988f		318.54	324.92	слушай у нее очень много / фильмов / ну там "После прочтения сжечь" / ''Фарго'
text@iag1988f		325.047	338.857	с ней есть сериал называется / 'Что знает Оливия' / этоо / сериал из четырех серий / и мне кажется что там она сыграла гораздо круче чем даже в Биллбордах / то есть просто / прям / нереально круто / она сыграла там
text@iag1988f		340.157	378.837	слушай / Мерил Стрип мне кажется вообще какой фильм с ней ни возьмешь она настолько эталон качество / то есть типо актриса которая /  с молодости / идет вот так вот и первый фильм который для меня вот стал знаешь каким-то таким / с ней / ну как как бы / вот вот в этом фильме когда я ее увидела вот меня прям просто все я поняла что это это это вышак / это "Крамер против Крамера" / и там у нее вообще небольшая роль но / там есть пару сцен / которые ну глядя на которые ты просто их перематываешь чтобы пересматривать потому что ну то есть ее игра это ну
words@iag1988f		12.205	12.581	Да
words@iag1988f		12.581	12.957	я
words@iag1988f		12.957	13.333	понимаю
words@iag1988f		13.333	13.709	но
words@iag1988f		13.709	14.085	/
words@iag1988f		14.085	14.461	знаешь
words@iag1988f		14.461	14.837	даже
words@iag1988f		14.837	15.213	больше
words@iag1988f		15.213	15.589	не
words@iag1988f		15.589	15.965	конкурсы
words@iag1988f		15.965	16.341	сколько
words@iag1988f		16.341	16.717	награды
words@iag1988f		16.717	17.095	*смеется*
words@iag1988f		17.94	18.316	У
words@iag1988f		18.316	18.692	меня
words@iag1988f		18.692	19.068	был
words@iag1988f		19.068	19.444	опыт
words@iag1988f		19.444	19.82	когда
words@iag1988f		19.82	20.196	/
words@iag1988f		20.196	20.572	был
words@iag1988f		20.572	20.948	Кинотавра
words@iag1988f		20.948	21.324	это
words@iag1988f		21.324	21.7	вот
words@iag1988f		21.7	22.076	во
words@iag1988f		22.076	22.452	время
words@iag1988f		22.452	22.83	Аритмии
words@iag1988f		22.885	23.231	Я
words@iag1988f		23.231	23.577	вообще
words@iag1988f		23.577	23.923	/
words@iag1988f		23.923	24.269	я
words@iag1988f		24.269	24.615	тебе
words@iag1988f		24.615	24.961	говорила
words@iag1988f		24.961	25.307	о
words@iag1988f		25.307	25.653	том
words@iag1988f		25.653	25.999	что
words@iag1988f		25.999	26.345	я
words@iag1988f		26.345	26.691	не
words@iag1988f		26.691	27.037	люблю
words@iag1988f		27.037	27.383	конкурсы
words@iag1988f		27.383	27.729	/
words@iag1988f		27.729	28.075	в
words@iag1988f		28.075	28.421	плане
words@iag1988f		28.421	28.767	вообще
words@iag1988f		28.767	29.113	как
words@iag1988f		29.113	29.459	/
words@iag1988f		29.459	29.805	виды
words@iag1988f		29.805	30.151	такого
words@iag1988f		30.151	30.497	состязания
words@iag1988f		30.497	30.843	среди
words@iag1988f		30.843	31.189	творческих
words@iag1988f		31.189	31.535	людей
words@iag1988f		31.535	31.881	потому
words@iag1988f		31.881	32.227	что
words@iag1988f		32.227	32.573	я
words@iag1988f		32.573	32.919	считаю
words@iag1988f		32.919	33.265	что
words@iag1988f		33.265	33.611	как
words@iag1988f		33.611	33.957	бы
words@iag1988f		33.957	34.303	ну
words@iag1988f		34.303	34.649	невозможно
words@iag1988f		34.649	34.995	реально
words@iag1988f		34.995	35.341	выбрать
words@iag1988f		35.341	35.687	лучшего
words@iag1988f		35.687	36.033	то
words@iag1988f		36.033	36.405	есть
words@iag1988f		37.795	38.089	Ну
words@iag1988f		38.089	38.383	как
words@iag1988f		38.383	38.677	бы
words@iag1988f		38.677	38.971	да
words@iag1988f		38.971	39.265	ну
words@iag1988f		39.265	39.559	то
words@iag1988f		39.559	39.853	есть
words@iag1988f		39.853	40.147	типо
words@iag1988f		40.147	40.441	этот
words@iag1988f		40.441	40.735	такой
words@iag1988f		40.735	41.029	снял
words@iag1988f		41.029	41.323	фильм
words@iag1988f		41.323	41.617	этот
words@iag1988f		41.617	41.911	такой
words@iag1988f		41.911	42.205	и
words@iag1988f		42.205	42.499	как
words@iag1988f		42.499	42.793	можно
words@iag1988f		42.793	43.087	сказать
words@iag1988f		43.087	43.381	что
words@iag1988f		43.381	43.675	типо
words@iag1988f		43.675	43.969	чей
words@iag1988f		43.969	44.263	фильм
words@iag1988f		44.263	44.557	лучше
words@iag1988f		44.557	44.851	то
words@iag1988f		44.851	45.145	есть
words@iag1988f		45.145	45.439	это
words@iag1988f		45.439	45.733	все
words@iag1988f		45.733	46.027	дело
words@iag1988f		46.027	46.321	абсолютно
words@iag1988f		46.321	46.62	вкуса
words@iag1988f		47.105	47.44	И
words@iag1988f		47.44	47.775	я
words@iag1988f		47.775	48.11	понимаю
words@iag1988f		48.11	48.445	чтоо
words@iag1988f		48.445	48.78	/
words@iag1988f		48.78	49.115	в
words@iag1988f		49.115	49.45	моей
words@iag1988f		49.45	49.785	жизни
words@iag1988f		49.785	50.12	произошел
words@iag1988f		50.12	50.455	какой-то
words@iag1988f		50.455	50.79	вообще
words@iag1988f		50.79	51.125	самый
words@iag1988f		51.125	51.46	волшебный
words@iag1988f		51.46	51.795	момент
words@iag1988f		51.795	52.13	что
words@iag1988f		52.13	52.465	я
words@iag1988f		52.465	52.8	увидела
words@iag1988f		52.8	53.135	фильм
words@iag1988f		53.135	53.47	/
words@iag1988f		53.47	53.805	на
words@iag1988f		53.805	54.14	фестивале
words@iag1988f		54.14	54.475	я
words@iag1988f		54.475	54.81	почувствовала
words@iag1988f		54.81	55.145	какой-то
words@iag1988f		55.145	55.48	ну
words@iag1988f		55.48	55.815	нереальный
words@iag1988f		55.815	56.15	восторг
words@iag1988f		56.15	56.485	оттого
words@iag1988f		56.485	56.82	что
words@iag1988f		56.82	57.155	все
words@iag1988f		57.155	57.49	в
words@iag1988f		57.49	57.825	моей
words@iag1988f		57.825	58.16	жизни
words@iag1988f		58.16	58.495	вот
words@iag1988f		58.495	58.83	реально
words@iag1988f		58.83	59.165	все
words@iag1988f		59.165	59.5	как
words@iag1988f		59.5	59.835	будто
words@iag1988f		59.835	60.17	бы
words@iag1988f		60.17	60.505	сложилось
words@iag1988f		60.505	60.84	и
words@iag1988f		60.84	61.175	дальше
words@iag1988f		61.175	61.51	типо
words@iag1988f		61.51	61.845	у
words@iag1988f		61.845	62.18	меня
words@iag1988f		62.18	62.515	что-то
words@iag1988f		62.515	62.85	может
words@iag1988f		62.85	63.185	получиться
words@iag1988f		63.185	63.52	может
words@iag1988f		63.52	63.855	не
words@iag1988f		63.855	64.19	получиться
words@iag1988f		64.19	64.525	но
words@iag1988f		64.525	64.86	типо
words@iag1988f		64.86	65.195	/
words@iag1988f		65.195	65.53	одна
words@iag1988f		65.53	65.865	вот
words@iag1988f		65.865	66.2	картина
words@iag1988f		66.2	66.535	у
words@iag1988f		66.535	66.87	меня
words@iag1988f		66.87	67.205	уже
words@iag1988f		67.205	67.54	есть
words@iag1988f		67.54	67.875	вот
words@iag1988f		67.875	68.21	все
words@iag1988f		68.21	68.545	как
words@iag1988f		68.545	68.935	бы
words@iag1988f		69.815	70.021	Да
words@iag1988f		70.021	70.227	потому
words@iag1988f		70.227	70.433	что
words@iag1988f		70.433	70.639	это
words@iag1988f		70.639	70.845	прям
words@iag1988f		70.845	71.055	кино
words@iag1988f		71.965	73.155	#смеется#
words@iag1988f		73.34	73.644	И
words@iag1988f		73.644	73.948	я
words@iag1988f		73.948	74.252	с
words@iag1988f		74.252	74.556	этим
words@iag1988f		74.556	74.86	настроением
words@iag1988f		74.86	75.164	в
words@iag1988f		75.164	75.468	принципе
words@iag1988f		75.468	75.772	и
words@iag1988f		75.772	76.076	шла
words@iag1988f		76.076	76.38	вот
words@iag1988f		76.38	76.684	когда
words@iag1988f		76.684	76.988	на
words@iag1988f		76.988	77.292	церемонию
words@iag1988f		77.292	77.596	вручения
words@iag1988f		77.596	77.9	то
words@iag1988f		77.9	78.204	есть
words@iag1988f		78.204	78.508	я
words@iag1988f		78.508	78.812	такая
words@iag1988f		78.812	79.116	иду
words@iag1988f		79.116	79.42	типо
words@iag1988f		79.42	79.73	*нрзб*
words@iag1988f		79.86	80.143	Вообще
words@iag1988f		80.143	80.426	типо
words@iag1988f		80.426	80.709	думаю
words@iag1988f		80.709	80.992	расслаблюсь
words@iag1988f		80.992	81.275	потому
words@iag1988f		81.275	81.558	что
words@iag1988f		81.558	81.841	у
words@iag1988f		81.841	82.124	меня
words@iag1988f		82.124	82.407	все
words@iag1988f		82.407	82.69	случилось
words@iag1988f		82.69	82.973	мне
words@iag1988f		82.973	83.256	ничего
words@iag1988f		83.256	83.539	не
words@iag1988f		83.539	83.822	надо
words@iag1988f		83.822	84.105	мне
words@iag1988f		84.105	84.388	не
words@iag1988f		84.388	84.671	нужны
words@iag1988f		84.671	84.954	никакие
words@iag1988f		84.954	85.237	награды
words@iag1988f		85.237	85.52	/
words@iag1988f		85.52	85.803	я
words@iag1988f		85.803	86.086	/
words@iag1988f		86.086	86.369	у
words@iag1988f		86.369	86.652	меня
words@iag1988f		86.652	86.935	все
words@iag1988f		86.935	87.218	хорошо
words@iag1988f		87.218	87.501	/
words@iag1988f		87.501	87.784	никто
words@iag1988f		87.784	88.067	чтобы
words@iag1988f		88.067	88.35	мне
words@iag1988f		88.35	88.633	не
words@iag1988f		88.633	88.916	говорил
words@iag1988f		88.916	89.199	что
words@iag1988f		89.199	89.482	я
words@iag1988f		89.482	89.765	типо
words@iag1988f		89.765	90.048	самая
words@iag1988f		90.048	90.331	классная
words@iag1988f		90.331	90.614	и
words@iag1988f		90.614	90.93	прекрасная
words@iag1988f		91.435	91.717	И
words@iag1988f		91.717	91.999	вот
words@iag1988f		91.999	92.281	вот
words@iag1988f		92.281	92.563	этот
words@iag1988f		92.563	92.845	момент
words@iag1988f		92.845	93.127	когда
words@iag1988f		93.127	93.409	знаешь
words@iag1988f		93.409	93.691	все
words@iag1988f		93.691	93.973	нарядные
words@iag1988f		93.973	94.255	/
words@iag1988f		94.255	94.537	и
words@iag1988f		94.537	94.819	ты
words@iag1988f		94.819	95.101	сидишь
words@iag1988f		95.101	95.383	и
words@iag1988f		95.383	95.665	действительно
words@iag1988f		95.665	95.947	и
words@iag1988f		95.947	96.229	тебе
words@iag1988f		96.229	96.511	как
words@iag1988f		96.511	96.793	бы
words@iag1988f		96.793	97.075	вот
words@iag1988f		97.075	97.357	вот
words@iag1988f		97.357	97.639	реально
words@iag1988f		97.639	97.921	вот
words@iag1988f		97.921	98.203	вроде
words@iag1988f		98.203	98.485	бы
words@iag1988f		98.485	98.767	по
words@iag1988f		98.767	99.049	барабану
words@iag1988f		99.049	99.355	все
words@iag1988f		100.865	101.197	И
words@iag1988f		101.197	101.529	в
words@iag1988f		101.529	101.861	тот
words@iag1988f		101.861	102.193	момент
words@iag1988f		102.193	102.525	когда
words@iag1988f		102.525	102.857	/
words@iag1988f		102.857	103.189	появляется
words@iag1988f		103.189	103.521	человек
words@iag1988f		103.521	103.853	с
words@iag1988f		103.853	104.185	конвертом
words@iag1988f		104.185	104.517	/
words@iag1988f		104.517	104.849	и
words@iag1988f		104.849	105.181	начинает
words@iag1988f		105.181	105.513	его
words@iag1988f		105.513	105.845	вскрывать
words@iag1988f		105.845	106.177	ты
words@iag1988f		106.177	106.509	чувствуешь
words@iag1988f		106.509	106.841	вдруг
words@iag1988f		106.841	107.173	в
words@iag1988f		107.173	107.505	тебе
words@iag1988f		107.505	107.837	начинает
words@iag1988f		107.837	108.169	вот
words@iag1988f		108.169	108.501	подходить
words@iag1988f		108.501	108.833	что-то
words@iag1988f		108.833	109.165	/
words@iag1988f		109.165	109.497	/
words@iag1988f		109.497	109.829	э
words@iag1988f		109.829	110.161	непонятное
words@iag1988f		110.161	110.493	и
words@iag1988f		110.493	110.825	ты
words@iag1988f		110.825	111.157	так
words@iag1988f		111.157	111.489	типо
words@iag1988f		111.489	111.821	/
words@iag1988f		111.821	112.153	и
words@iag1988f		112.153	112.485	я
words@iag1988f		112.485	112.817	понимаю
words@iag1988f		112.817	113.149	что
words@iag1988f		113.149	113.481	я
words@iag1988f		113.481	113.813	так
words@iag1988f		113.813	114.145	тихо
words@iag1988f		114.145	114.477	тихо
words@iag1988f		114.477	114.809	тихо
words@iag1988f		114.809	115.141	я
words@iag1988f		115.141	115.473	уже
words@iag1988f		115.473	115.805	знаешь
words@iag1988f		115.805	116.137	типо
words@iag1988f		116.137	116.469	жду
words@iag1988f		116.469	116.801	жду
words@iag1988f		116.801	117.155	жду
words@iag1988f		118.335	118.637	И
words@iag1988f		118.637	118.939	так
words@iag1988f		118.939	119.241	тихо
words@iag1988f		119.241	119.543	тихо
words@iag1988f		119.543	119.845	тихо
words@iag1988f		119.845	120.147	тихо
words@iag1988f		120.147	120.449	и
words@iag1988f		120.449	120.751	когда
words@iag1988f		120.751	121.053	/
words@iag1988f		121.053	121.355	а
words@iag1988f		121.355	121.657	говорят
words@iag1988f		121.657	121.959	не
words@iag1988f		121.959	122.261	твою
words@iag1988f		122.261	122.575	фамилию
words@iag1988f		123.115	123.457	То
words@iag1988f		123.457	123.799	есть
words@iag1988f		123.799	124.141	я
words@iag1988f		124.141	124.483	понимаю
words@iag1988f		124.483	124.825	что
words@iag1988f		124.825	125.167	в
words@iag1988f		125.167	125.509	этот
words@iag1988f		125.509	125.851	момент
words@iag1988f		125.851	126.193	я
words@iag1988f		126.193	126.535	начинаю
words@iag1988f		126.535	126.877	держать
words@iag1988f		126.877	127.219	лицо
words@iag1988f		127.219	127.561	что
words@iag1988f		127.561	127.903	я
words@iag1988f		127.903	128.245	начинаю
words@iag1988f		128.245	128.587	держать
words@iag1988f		128.587	128.929	мину
words@iag1988f		128.929	129.271	то
words@iag1988f		129.271	129.613	есть
words@iag1988f		129.613	129.955	я
words@iag1988f		129.955	130.297	прям
words@iag1988f		130.297	130.639	начинаю
words@iag1988f		130.639	130.981	улыбаться
words@iag1988f		130.981	131.323	/
words@iag1988f		131.323	131.665	радоваться
words@iag1988f		131.665	132.007	за
words@iag1988f		132.007	132.349	другую
words@iag1988f		132.349	132.691	актрису
words@iag1988f		132.691	133.033	а
words@iag1988f		133.033	133.375	при
words@iag1988f		133.375	133.717	этом
words@iag1988f		133.717	134.059	у
words@iag1988f		134.059	134.401	меня
words@iag1988f		134.401	134.743	внутри
words@iag1988f		134.743	135.085	абсолютное
words@iag1988f		135.085	135.427	расстройство
words@iag1988f		135.427	135.769	/
words@iag1988f		135.769	136.111	тотальное
words@iag1988f		136.111	136.453	расстройство
words@iag1988f		136.453	136.795	то
words@iag1988f		136.795	137.137	есть
words@iag1988f		137.137	137.479	/
words@iag1988f		137.479	137.821	минут
words@iag1988f		137.821	138.163	пять
words@iag1988f		138.163	138.505	назад
words@iag1988f		138.505	138.847	/
words@iag1988f		138.847	139.189	/
words@iag1988f		139.189	139.531	мне
words@iag1988f		139.531	139.873	это
words@iag1988f		139.873	140.215	было
words@iag1988f		140.215	140.557	не
words@iag1988f		140.557	140.899	нужно
words@iag1988f		140.899	141.241	как
words@iag1988f		141.241	141.583	бы
words@iag1988f		141.583	141.925	то
words@iag1988f		141.925	142.267	есть
words@iag1988f		142.267	142.609	у
words@iag1988f		142.609	142.951	меня
words@iag1988f		142.951	143.293	типо
words@iag1988f		143.293	143.635	все
words@iag1988f		143.635	143.977	классно
words@iag1988f		143.977	144.319	/
words@iag1988f		144.319	144.661	/
words@iag1988f		144.661	145.003	прошло
words@iag1988f		145.003	145.345	пять
words@iag1988f		145.345	145.687	минут
words@iag1988f		145.687	146.029	/
words@iag1988f		146.029	146.371	конверт
words@iag1988f		146.371	146.713	открывается
words@iag1988f		146.713	147.055	называют
words@iag1988f		147.055	147.397	не
words@iag1988f		147.397	147.739	твою
words@iag1988f		147.739	148.081	фамилию
words@iag1988f		148.081	148.423	/
words@iag1988f		148.423	148.765	и
words@iag1988f		148.765	149.107	я
words@iag1988f		149.107	149.449	уже
words@iag1988f		149.449	149.791	расстроена
words@iag1988f		149.791	150.133	/
words@iag1988f		150.133	150.475	и
words@iag1988f		150.475	150.817	я
words@iag1988f		150.817	151.159	уже
words@iag1988f		151.159	151.501	/
words@iag1988f		151.501	151.843	иду
words@iag1988f		151.843	152.185	значит
words@iag1988f		152.185	152.527	в
words@iag1988f		152.527	152.869	гостиницу
words@iag1988f		152.869	153.211	такая
words@iag1988f		153.211	153.555	типо
words@iag1988f		154.295	154.554	Мне
words@iag1988f		154.554	154.813	кто-то
words@iag1988f		154.813	155.072	знаешь
words@iag1988f		155.072	155.331	там
words@iag1988f		155.331	155.59	вот
words@iag1988f		155.59	155.849	это
words@iag1988f		155.849	156.108	вот
words@iag1988f		156.108	156.367	по
words@iag1988f		156.367	156.626	плечу
words@iag1988f		156.626	156.885	типо
words@iag1988f		156.885	157.144	/
words@iag1988f		157.144	157.403	Ир
words@iag1988f		157.403	157.662	/
words@iag1988f		157.662	157.921	вот
words@iag1988f		157.921	158.18	/
words@iag1988f		158.18	158.439	#нрзб#
words@iag1988f		158.439	158.698	/
words@iag1988f		158.698	158.957	ну
words@iag1988f		158.957	159.216	как
words@iag1988f		159.216	159.475	бы
words@iag1988f		159.475	159.734	/
words@iag1988f		159.734	159.993	ну
words@iag1988f		159.993	160.252	вообще
words@iag1988f		160.252	160.511	это
words@iag1988f		160.511	160.77	/
words@iag1988f		160.77	161.029	ну
words@iag1988f		161.029	161.288	/
words@iag1988f		161.288	161.547	/
words@iag1988f		161.547	161.806	и
words@iag1988f		161.806	162.065	вообще
words@iag1988f		162.065	162.324	вообще
words@iag1988f		162.324	162.583	забудь
words@iag1988f		162.583	162.842	про
words@iag1988f		162.842	163.101	эти
words@iag1988f		163.101	163.36	все
words@iag1988f		163.36	163.619	награды
words@iag1988f		163.619	163.878	/
words@iag1988f		163.878	164.137	кому
words@iag1988f		164.137	164.396	они
words@iag1988f		164.396	164.655	нужны
words@iag1988f		164.655	164.914	/
words@iag1988f		164.914	165.173	ты
words@iag1988f		165.173	165.432	классная
words@iag1988f		165.432	165.691	актриса
words@iag1988f		165.691	165.95	/
words@iag1988f		165.95	166.209	и
words@iag1988f		166.209	166.468	ты
words@iag1988f		166.468	166.727	так
words@iag1988f		166.727	166.986	/
words@iag1988f		166.986	167.245	типо
words@iag1988f		167.245	167.504	/
words@iag1988f		167.504	167.763	хехе
words@iag1988f		167.763	168.022	спасибо
words@iag1988f		168.022	168.281	/
words@iag1988f		168.281	168.54	да
words@iag1988f		168.54	168.799	ребят
words@iag1988f		168.799	169.058	ну
words@iag1988f		169.058	169.317	конечно
words@iag1988f		169.317	169.576	ну
words@iag1988f		169.576	169.835	/
words@iag1988f		169.835	170.094	/
words@iag1988f		170.094	170.353	ну
words@iag1988f		170.353	170.612	бред
words@iag1988f		170.612	170.871	бред
words@iag1988f		170.871	171.13	/
words@iag1988f		171.13	171.389	и
words@iag1988f		171.389	171.648	ты
words@iag1988f		171.648	171.907	идешь
words@iag1988f		171.907	172.166	в
words@iag1988f		172.166	172.425	гостиницу
words@iag1988f		172.425	172.684	и
words@iag1988f		172.684	172.943	начинаешь
words@iag1988f		172.943	173.265	рыдать
words@iag1988f		174.985	175.322	Начинаешь
words@iag1988f		175.322	175.659	рыдать
words@iag1988f		175.659	175.996	как
words@iag1988f		175.996	176.333	ребенок
words@iag1988f		176.333	176.67	/
words@iag1988f		176.67	177.007	потому
words@iag1988f		177.007	177.344	что
words@iag1988f		177.344	177.681	тебе
words@iag1988f		177.681	178.018	не
words@iag1988f		178.018	178.355	дали
words@iag1988f		178.355	178.692	эту
words@iag1988f		178.692	179.029	/
words@iag1988f		179.029	179.366	эту
words@iag1988f		179.366	179.703	заветную
words@iag1988f		179.703	180.04	игрушку
words@iag1988f		180.04	180.377	/
words@iag1988f		180.377	180.714	эту
words@iag1988f		180.714	181.051	куклу
words@iag1988f		181.051	181.388	которую
